class,path,width,height,alpha_bbox,pair_key,source
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/02_rows_buttons/node_clean.png,90,123,"0,0,90,123",node,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/02_rows_buttons/node_clean.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/02_rows_buttons/normal_row_clean.png,169,50,"0,0,169,50",normal_row,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/02_rows_buttons/normal_row_clean.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/02_rows_buttons/node_locked.png,86,122,"0,0,86,122",node_locked,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/02_rows_buttons/node_locked.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/02_rows_buttons/selected_row_clean.png,171,67,"0,0,171,67",selected_row,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/02_rows_buttons/selected_row_clean.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/01_panels/clean_map_panel.png,325,276,"0,0,325,276",map_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/01_panels/clean_map_panel.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/01_panels/clean_left_quest_panel.png,205,422,"0,0,205,422",left_quest_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/01_panels/clean_left_quest_panel.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/00_full_screens/clean_full_screen.png,697,500,"0,0,697,500",full_screen,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/00_full_screens/clean_full_screen.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/03_headers_accents/connector_line.png,256,113,"0,0,256,113",connector_line,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/03_headers_accents/connector_line.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/03_headers_accents/chapter_title_bar_clean.png,276,69,"0,0,276,69",chapter_title_bar,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/03_headers_accents/chapter_title_bar_clean.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/03_headers_accents/progress_bar_clean.png,186,48,"0,0,186,48",progress_bar,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/03_headers_accents/progress_bar_clean.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/03_headers_accents/difficulty_label_clean.png,146,50,"0,0,146,50",difficulty_label,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/03_headers_accents/difficulty_label_clean.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/toggle_on.png,81,68,"0,0,81,68",toggle_on,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/toggle_on.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/toggle_on_clean.png,94,61,"0,0,94,61",toggle_on,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/toggle_on_clean.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/toggle_off_clean.png,93,60,"0,0,93,60",toggle_off,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/toggle_off_clean.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/option_row_clean.png,234,51,"0,0,234,51",option_row,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/option_row_clean.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/value_row_clean.png,191,49,"0,0,191,49",value_row,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/value_row_clean.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/toggle_off.png,83,67,"0,0,83,67",toggle_off,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/toggle_off.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/scroll_bar.png,118,121,"0,0,118,121",scroll_bar,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/scroll_bar.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/01_panels/options_panel_clean.png,228,296,"0,0,228,296",options_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/01_panels/options_panel_clean.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/01_panels/values_panel_clean.png,216,296,"0,0,216,296",values_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/01_panels/values_panel_clean.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/00_full_screens/clean_full_screen.png,690,480,"0,0,690,480",full_screen,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/00_full_screens/clean_full_screen.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/03_headers_accents/dividers_accents.png,525,123,"0,0,525,123",dividers_accents,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/03_headers_accents/dividers_accents.png
